company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
SKV India Lead HR Manager,Group Companies & Factory Compliance 12 - 20 yrs SKV India - Lead HR Manager - Group Companies & Factory Compliance Posted 1 month ago      2026-02-07 20:20:59  SKV India - Lead HR Manager - Group Companies & Factory Compliance https://www.iimjobs.com/j/skv-india-lead-hr-manager-group-companies-and-factory-compliance-1653900?ref=sp&jobPos=90 3.9 68+ Reviews SKV India - Lead HR Manager - Group Companies & Factory Compliance,12 - 20 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:20:59  SKV India - Lead HR Manager - Group Companies & Factory Compliance https://www.iimjobs.com/j/skv-india-lead-hr-manager-group-companies-and-factory-compliance-1653900?ref=sp&jobPos=90,3.9,68,SKV India Lead HR Manager - Group Companies & Factory Compliance 12 - 20 yrs SKV India - Lead HR Manager - Group Companies & Factory Compliance Posted 1 month ago      2026-02-07 20:20:59  SKV India - Lead HR Manager - Group Companies & Factory Compliance https://www.iimjobs.com/j/skv-india-lead-hr-manager-group-companies-and-factory-compliance-1653900?ref=sp&jobPos=90 3.9 68+ Reviews SKV India - Lead HR Manager - Group Companies & Factory Compliance 12 - 20 yrs Gurgaon/Gurugram 3.9 68+ Reviews Posted 1 month ago      2026-02-07 20:20:59  SKV India - Lead HR Manager - Group Companies & Factory Compliance https://www.iimjobs.com/j/skv-india-lead-hr-manager-group-companies-and-factory-compliance-1653900?ref=sp&jobPos=90,
Senior Manager HR Transformation 12,23 yrs Senior Manager - HR Transformation Posted 1 month ago      2026-02-07 20:20:59  Senior Manager - HR Transformation https://www.iimjobs.com/j/senior-manager-hr-transformation-1650033?ref=sp&jobPos=91   Senior Manager - HR Transformation,12 - 23 yrs,Any Location,Posted 1 month ago      2026-02-07 20:20:59  Senior Manager - HR Transformation https://www.iimjobs.com/j/senior-manager-hr-transformation-1650033?ref=sp&jobPos=91,,,Senior Manager HR Transformation 12 - 23 yrs Senior Manager - HR Transformation Posted 1 month ago      2026-02-07 20:20:59  Senior Manager - HR Transformation https://www.iimjobs.com/j/senior-manager-hr-transformation-1650033?ref=sp&jobPos=91   Senior Manager - HR Transformation 12 - 23 yrs Any Location Posted 1 month ago      2026-02-07 20:20:59  Senior Manager - HR Transformation https://www.iimjobs.com/j/senior-manager-hr-transformation-1650033?ref=sp&jobPos=91,
Mastech Digital HR Product Manager 7,10 yrs Mastech Digital - HR Product Manager Posted 2 months ago      2026-02-07 20:21:00  Mastech Digital - HR Product Manager https://www.iimjobs.com/j/mastech-digital-hr-product-manager-1647704?ref=sp&jobPos=92   Mastech Digital - HR Product Manager,7 - 10 yrs,Chennai/Bangalore/Others,Posted 2 months ago      2026-02-07 20:21:00  Mastech Digital - HR Product Manager https://www.iimjobs.com/j/mastech-digital-hr-product-manager-1647704?ref=sp&jobPos=92,,,Mastech Digital HR Product Manager 7 - 10 yrs Mastech Digital - HR Product Manager Posted 2 months ago      2026-02-07 20:21:00  Mastech Digital - HR Product Manager https://www.iimjobs.com/j/mastech-digital-hr-product-manager-1647704?ref=sp&jobPos=92   Mastech Digital - HR Product Manager 7 - 10 yrs Chennai/Bangalore/Others Posted 2 months ago      2026-02-07 20:21:00  Mastech Digital - HR Product Manager https://www.iimjobs.com/j/mastech-digital-hr-product-manager-1647704?ref=sp&jobPos=92,
Zinnov Manager/Senior Manager,HR Business Partner 10 - 12 yrs Zinnov - Manager/Senior Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:00  Zinnov - Manager/Senior Manager - HR Business Partner https://www.iimjobs.com/j/zinnov-manager-senior-manager-hr-business-partner-1649945?ref=sp_br&jobPos=93   Zinnov - Manager/Senior Manager - HR Business Partner,10 - 12 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:00  Zinnov - Manager/Senior Manager - HR Business Partner https://www.iimjobs.com/j/zinnov-manager-senior-manager-hr-business-partner-1649945?ref=sp_br&jobPos=93,,,Zinnov Manager/Senior Manager - HR Business Partner 10 - 12 yrs Zinnov - Manager/Senior Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:00  Zinnov - Manager/Senior Manager - HR Business Partner https://www.iimjobs.com/j/zinnov-manager-senior-manager-hr-business-partner-1649945?ref=sp_br&jobPos=93   Zinnov - Manager/Senior Manager - HR Business Partner 10 - 12 yrs Bangalore Posted 1 month ago      2026-02-07 20:21:00  Zinnov - Manager/Senior Manager - HR Business Partner https://www.iimjobs.com/j/zinnov-manager-senior-manager-hr-business-partner-1649945?ref=sp_br&jobPos=93,
VST Tractors HR Business Partner 8,12 yrs VST Tractors - HR Business Partner Posted 2 months ago      2026-02-07 20:21:01  VST Tractors - HR Business Partner https://www.iimjobs.com/j/vst-tractors-hr-business-partner-1647204?ref=sp&jobPos=94   VST Tractors - HR Business Partner,8 - 12 yrs,Bangalore,Posted 2 months ago      2026-02-07 20:21:01  VST Tractors - HR Business Partner https://www.iimjobs.com/j/vst-tractors-hr-business-partner-1647204?ref=sp&jobPos=94,,,VST Tractors HR Business Partner 8 - 12 yrs VST Tractors - HR Business Partner Posted 2 months ago      2026-02-07 20:21:01  VST Tractors - HR Business Partner https://www.iimjobs.com/j/vst-tractors-hr-business-partner-1647204?ref=sp&jobPos=94   VST Tractors - HR Business Partner 8 - 12 yrs Bangalore Posted 2 months ago      2026-02-07 20:21:01  VST Tractors - HR Business Partner https://www.iimjobs.com/j/vst-tractors-hr-business-partner-1647204?ref=sp&jobPos=94,
FabHotels HR Operation Expert,TravelPlus 3 - 8 yrs FabHotels - HR Operation Expert - TravelPlus Posted 2 months ago      2026-02-07 20:21:01  FabHotels - HR Operation Expert - TravelPlus https://www.iimjobs.com/j/fabhotels-hr-operation-expert-travelplus-1647042?ref=sp&jobPos=95   FabHotels - HR Operation Expert - TravelPlus,3 - 8 yrs,Gurgaon/Gurugram,Posted 2 months ago      2026-02-07 20:21:01  FabHotels - HR Operation Expert - TravelPlus https://www.iimjobs.com/j/fabhotels-hr-operation-expert-travelplus-1647042?ref=sp&jobPos=95,,,FabHotels HR Operation Expert - TravelPlus 3 - 8 yrs FabHotels - HR Operation Expert - TravelPlus Posted 2 months ago      2026-02-07 20:21:01  FabHotels - HR Operation Expert - TravelPlus https://www.iimjobs.com/j/fabhotels-hr-operation-expert-travelplus-1647042?ref=sp&jobPos=95   FabHotels - HR Operation Expert - TravelPlus 3 - 8 yrs Gurgaon/Gurugram Posted 2 months ago      2026-02-07 20:21:01  FabHotels - HR Operation Expert - TravelPlus https://www.iimjobs.com/j/fabhotels-hr-operation-expert-travelplus-1647042?ref=sp&jobPos=95,
Renaissance Poplus LLP Executive/Assistant Manager,Plant HR 6 - 8 yrs Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR Posted 1 month ago      2026-02-07 20:21:02  Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR https://www.iimjobs.com/j/renaissance-poplus-llp-executive-assistant-manager-plant-hr-1659045?ref=sp&jobPos=96   Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR,6 - 8 yrs,Hyderabad,Posted 1 month ago      2026-02-07 20:21:02  Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR https://www.iimjobs.com/j/renaissance-poplus-llp-executive-assistant-manager-plant-hr-1659045?ref=sp&jobPos=96,,,Renaissance Poplus LLP Executive/Assistant Manager - Plant HR 6 - 8 yrs Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR Posted 1 month ago      2026-02-07 20:21:02  Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR https://www.iimjobs.com/j/renaissance-poplus-llp-executive-assistant-manager-plant-hr-1659045?ref=sp&jobPos=96   Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR 6 - 8 yrs Hyderabad Posted 1 month ago      2026-02-07 20:21:02  Renaissance Poplus LLP - Executive/Assistant Manager - Plant HR https://www.iimjobs.com/j/renaissance-poplus-llp-executive-assistant-manager-plant-hr-1659045?ref=sp&jobPos=96,
KhataBook Assistant Manager,Payroll & HR Compliance 5 - 10 yrs KhataBook - Assistant Manager - Payroll & HR Compliance Posted 1 month ago      2026-02-07 20:21:03 Payroll KhataBook - Assistant Manager - Payroll & HR Compliance https://www.iimjobs.com/j/khatabook-assistant-manager-payroll-and-hr-compliance-1656609?ref=sp_br&jobPos=98   KhataBook - Assistant Manager - Payroll & HR Compliance,5 - 10 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:03 Payroll KhataBook - Assistant Manager - Payroll & HR Compliance https://www.iimjobs.com/j/khatabook-assistant-manager-payroll-and-hr-compliance-1656609?ref=sp_br&jobPos=98,,,KhataBook Assistant Manager - Payroll & HR Compliance 5 - 10 yrs KhataBook - Assistant Manager - Payroll & HR Compliance Posted 1 month ago      2026-02-07 20:21:03 Payroll KhataBook - Assistant Manager - Payroll & HR Compliance https://www.iimjobs.com/j/khatabook-assistant-manager-payroll-and-hr-compliance-1656609?ref=sp_br&jobPos=98   KhataBook - Assistant Manager - Payroll & HR Compliance 5 - 10 yrs Bangalore Posted 1 month ago      2026-02-07 20:21:03 Payroll KhataBook - Assistant Manager - Payroll & HR Compliance https://www.iimjobs.com/j/khatabook-assistant-manager-payroll-and-hr-compliance-1656609?ref=sp_br&jobPos=98,
TO THE NEW HR Business Partner 6,9 yrs TO THE NEW - HR Business Partner Posted 2 months ago      2026-02-07 20:21:03  TO THE NEW - HR Business Partner https://www.iimjobs.com/j/to-the-new-hr-business-partner-1648228?ref=sp&jobPos=99   TO THE NEW - HR Business Partner,6 - 9 yrs,Noida,Posted 2 months ago      2026-02-07 20:21:03  TO THE NEW - HR Business Partner https://www.iimjobs.com/j/to-the-new-hr-business-partner-1648228?ref=sp&jobPos=99,,,TO THE NEW HR Business Partner 6 - 9 yrs TO THE NEW - HR Business Partner Posted 2 months ago      2026-02-07 20:21:03  TO THE NEW - HR Business Partner https://www.iimjobs.com/j/to-the-new-hr-business-partner-1648228?ref=sp&jobPos=99   TO THE NEW - HR Business Partner 6 - 9 yrs Noida Posted 2 months ago      2026-02-07 20:21:03  TO THE NEW - HR Business Partner https://www.iimjobs.com/j/to-the-new-hr-business-partner-1648228?ref=sp&jobPos=99,
Techolution Lead,HR Business Partner 8 - 10 yrs Techolution - Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:04  Techolution - Lead - HR Business Partner https://www.iimjobs.com/j/techolution-lead-hr-business-partner-1649957?ref=sp&jobPos=100   Techolution - Lead - HR Business Partner,8 - 10 yrs,Hyderabad,Posted 1 month ago      2026-02-07 20:21:04  Techolution - Lead - HR Business Partner https://www.iimjobs.com/j/techolution-lead-hr-business-partner-1649957?ref=sp&jobPos=100,,,Techolution Lead - HR Business Partner 8 - 10 yrs Techolution - Lead - HR Business Partner Posted 1 month ago      2026-02-07 20:21:04  Techolution - Lead - HR Business Partner https://www.iimjobs.com/j/techolution-lead-hr-business-partner-1649957?ref=sp&jobPos=100   Techolution - Lead - HR Business Partner 8 - 10 yrs Hyderabad Posted 1 month ago      2026-02-07 20:21:04  Techolution - Lead - HR Business Partner https://www.iimjobs.com/j/techolution-lead-hr-business-partner-1649957?ref=sp&jobPos=100,
Aon HR Consultant,"Salesforce Effectiveness 1 - 3 yrs Aon - HR Consultant - Salesforce Effectiveness Posted 2 months ago      2026-02-07 20:21:38  Aon - HR Consultant - Salesforce Effectiveness https://www.iimjobs.com/j/aon-hr-consultant-salesforce-effectiveness-1649041?ref=sp_br&jobPos=52 3.8 1,431+ Reviews Aon - HR Consultant - Salesforce Effectiveness",1 - 3 yrs,Mumbai/Gurgaon/Gurugram,Posted 2 months ago      2026-02-07 20:21:38  Aon - HR Consultant - Salesforce Effectiveness https://www.iimjobs.com/j/aon-hr-consultant-salesforce-effectiveness-1649041?ref=sp_br&jobPos=52,3.8,1431,"Aon HR Consultant - Salesforce Effectiveness 1 - 3 yrs Aon - HR Consultant - Salesforce Effectiveness Posted 2 months ago      2026-02-07 20:21:38  Aon - HR Consultant - Salesforce Effectiveness https://www.iimjobs.com/j/aon-hr-consultant-salesforce-effectiveness-1649041?ref=sp_br&jobPos=52 3.8 1,431+ Reviews Aon - HR Consultant - Salesforce Effectiveness 1 - 3 yrs Mumbai/Gurgaon/Gurugram 3.8 1,431+ Reviews Diversity Inclusive Posted 2 months ago      2026-02-07 20:21:38  Aon - HR Consultant - Salesforce Effectiveness https://www.iimjobs.com/j/aon-hr-consultant-salesforce-effectiveness-1649041?ref=sp_br&jobPos=52",
BusinessNext Lead,HR Operations 6 - 8 yrs BusinessNext - Lead - HR Operations Posted 2 months ago      2026-02-07 20:21:38 HR Operations BusinessNext - Lead - HR Operations https://www.iimjobs.com/j/businessnext-lead-hr-operations-1643758?ref=sp_br&jobPos=53   BusinessNext - Lead - HR Operations,6 - 8 yrs,Noida,Posted 2 months ago      2026-02-07 20:21:38 HR Operations BusinessNext - Lead - HR Operations https://www.iimjobs.com/j/businessnext-lead-hr-operations-1643758?ref=sp_br&jobPos=53,,,BusinessNext Lead - HR Operations 6 - 8 yrs BusinessNext - Lead - HR Operations Posted 2 months ago      2026-02-07 20:21:38 HR Operations BusinessNext - Lead - HR Operations https://www.iimjobs.com/j/businessnext-lead-hr-operations-1643758?ref=sp_br&jobPos=53   BusinessNext - Lead - HR Operations 6 - 8 yrs Noida Posted 2 months ago      2026-02-07 20:21:38 HR Operations BusinessNext - Lead - HR Operations https://www.iimjobs.com/j/businessnext-lead-hr-operations-1643758?ref=sp_br&jobPos=53,
Air India SATS Airport Services Senior Manager,HR Business Partner 10 - 15 yrs Air India SATS Airport Services - Senior Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:39  Air India SATS Airport Services - Senior Manager - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-senior-manager-hr-business-partner-1659881?ref=sp&jobPos=54   Air India SATS Airport Services - Senior Manager - HR Business Partner,10 - 15 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:39  Air India SATS Airport Services - Senior Manager - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-senior-manager-hr-business-partner-1659881?ref=sp&jobPos=54,,,Air India SATS Airport Services Senior Manager - HR Business Partner 10 - 15 yrs Air India SATS Airport Services - Senior Manager - HR Business Partner Posted 1 month ago      2026-02-07 20:21:39  Air India SATS Airport Services - Senior Manager - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-senior-manager-hr-business-partner-1659881?ref=sp&jobPos=54   Air India SATS Airport Services - Senior Manager - HR Business Partner 10 - 15 yrs Bangalore Posted 1 month ago      2026-02-07 20:21:39  Air India SATS Airport Services - Senior Manager - HR Business Partner https://www.iimjobs.com/j/air-india-sats-airport-services-senior-manager-hr-business-partner-1659881?ref=sp&jobPos=54,
HR Generalist Operations 6,10 yrs HR Generalist - Operations Posted 2 months ago      2026-02-07 20:21:39  HR Generalist - Operations https://www.iimjobs.com/j/hr-generalist-operations-1637322?ref=sp&jobPos=55   HR Generalist - Operations,6 - 10 yrs,Bangalore,Posted 2 months ago      2026-02-07 20:21:39  HR Generalist - Operations https://www.iimjobs.com/j/hr-generalist-operations-1637322?ref=sp&jobPos=55,,,HR Generalist Operations 6 - 10 yrs HR Generalist - Operations Posted 2 months ago      2026-02-07 20:21:39  HR Generalist - Operations https://www.iimjobs.com/j/hr-generalist-operations-1637322?ref=sp&jobPos=55   HR Generalist - Operations 6 - 10 yrs Bangalore Posted 2 months ago      2026-02-07 20:21:39  HR Generalist - Operations https://www.iimjobs.com/j/hr-generalist-operations-1637322?ref=sp&jobPos=55,
Temenos HR Talent & Learning Advisor 3,8 yrs Temenos - HR Talent & Learning Advisor Posted 1 month ago      2026-02-07 20:21:40  Temenos - HR Talent & Learning Advisor https://www.iimjobs.com/j/temenos-hr-talent-and-learning-advisor-1649666?ref=sp&jobPos=56   Temenos - HR Talent & Learning Advisor,3 - 8 yrs,Chennai,Posted 1 month ago      2026-02-07 20:21:40  Temenos - HR Talent & Learning Advisor https://www.iimjobs.com/j/temenos-hr-talent-and-learning-advisor-1649666?ref=sp&jobPos=56,,,Temenos HR Talent & Learning Advisor 3 - 8 yrs Temenos - HR Talent & Learning Advisor Posted 1 month ago      2026-02-07 20:21:40  Temenos - HR Talent & Learning Advisor https://www.iimjobs.com/j/temenos-hr-talent-and-learning-advisor-1649666?ref=sp&jobPos=56   Temenos - HR Talent & Learning Advisor 3 - 8 yrs Chennai Posted 1 month ago      2026-02-07 20:21:40  Temenos - HR Talent & Learning Advisor https://www.iimjobs.com/j/temenos-hr-talent-and-learning-advisor-1649666?ref=sp&jobPos=56,
Digitide General Manager,HR Shared Services Head 15 - 22 yrs Digitide - General Manager - HR Shared Services Head Posted 1 month ago      2026-02-07 20:21:40  Digitide - General Manager - HR Shared Services Head https://www.iimjobs.com/j/digitide-general-manager-hr-shared-services-head-1652733?ref=sp&jobPos=57   Digitide - General Manager - HR Shared Services Head,15 - 22 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:40  Digitide - General Manager - HR Shared Services Head https://www.iimjobs.com/j/digitide-general-manager-hr-shared-services-head-1652733?ref=sp&jobPos=57,,,Digitide General Manager - HR Shared Services Head 15 - 22 yrs Digitide - General Manager - HR Shared Services Head Posted 1 month ago      2026-02-07 20:21:40  Digitide - General Manager - HR Shared Services Head https://www.iimjobs.com/j/digitide-general-manager-hr-shared-services-head-1652733?ref=sp&jobPos=57   Digitide - General Manager - HR Shared Services Head 15 - 22 yrs Bangalore Posted 1 month ago      2026-02-07 20:21:40  Digitide - General Manager - HR Shared Services Head https://www.iimjobs.com/j/digitide-general-manager-hr-shared-services-head-1652733?ref=sp&jobPos=57,
CloudKeeper HR Business Partner 3,7 yrs CloudKeeper - HR Business Partner Posted 2 months ago      2026-02-07 20:21:41  CloudKeeper - HR Business Partner https://www.iimjobs.com/j/cloudkeeper-hr-business-partner-1643258?ref=sp&jobPos=59   CloudKeeper - HR Business Partner,3 - 7 yrs,Noida,Posted 2 months ago      2026-02-07 20:21:41  CloudKeeper - HR Business Partner https://www.iimjobs.com/j/cloudkeeper-hr-business-partner-1643258?ref=sp&jobPos=59,,,CloudKeeper HR Business Partner 3 - 7 yrs CloudKeeper - HR Business Partner Posted 2 months ago      2026-02-07 20:21:41  CloudKeeper - HR Business Partner https://www.iimjobs.com/j/cloudkeeper-hr-business-partner-1643258?ref=sp&jobPos=59   CloudKeeper - HR Business Partner 3 - 7 yrs Noida Posted 2 months ago      2026-02-07 20:21:41  CloudKeeper - HR Business Partner https://www.iimjobs.com/j/cloudkeeper-hr-business-partner-1643258?ref=sp&jobPos=59,
Wizcraft HR Business Partner 5,10 yrs Wizcraft - HR Business Partner Posted 2 months ago      2026-02-07 20:21:42  Wizcraft - HR Business Partner https://www.iimjobs.com/j/wizcraft-hr-business-partner-1643419?ref=sp&jobPos=60   Wizcraft - HR Business Partner,5 - 10 yrs,Others,Posted 2 months ago      2026-02-07 20:21:42  Wizcraft - HR Business Partner https://www.iimjobs.com/j/wizcraft-hr-business-partner-1643419?ref=sp&jobPos=60,,,Wizcraft HR Business Partner 5 - 10 yrs Wizcraft - HR Business Partner Posted 2 months ago      2026-02-07 20:21:42  Wizcraft - HR Business Partner https://www.iimjobs.com/j/wizcraft-hr-business-partner-1643419?ref=sp&jobPos=60   Wizcraft - HR Business Partner 5 - 10 yrs Others Posted 2 months ago      2026-02-07 20:21:42  Wizcraft - HR Business Partner https://www.iimjobs.com/j/wizcraft-hr-business-partner-1643419?ref=sp&jobPos=60,
Ohmium Director,HR Business Partner 15 - 20 yrs Ohmium - Director - HR Business Partner Posted 2 months ago      2026-02-07 20:21:42  Ohmium - Director - HR Business Partner https://www.iimjobs.com/j/ohmium-director-hr-business-partner-1649076?ref=sp&jobPos=61   Ohmium - Director - HR Business Partner,15 - 20 yrs,Bangalore,Posted 2 months ago      2026-02-07 20:21:42  Ohmium - Director - HR Business Partner https://www.iimjobs.com/j/ohmium-director-hr-business-partner-1649076?ref=sp&jobPos=61,,,Ohmium Director - HR Business Partner 15 - 20 yrs Ohmium - Director - HR Business Partner Posted 2 months ago      2026-02-07 20:21:42  Ohmium - Director - HR Business Partner https://www.iimjobs.com/j/ohmium-director-hr-business-partner-1649076?ref=sp&jobPos=61   Ohmium - Director - HR Business Partner 15 - 20 yrs Bangalore Posted 2 months ago      2026-02-07 20:21:42  Ohmium - Director - HR Business Partner https://www.iimjobs.com/j/ohmium-director-hr-business-partner-1649076?ref=sp&jobPos=61,
Associate Director HR Business Partner 10,15 yrs Associate Director - HR Business Partner Posted 1 month ago      2026-02-07 20:21:43  Associate Director - HR Business Partner https://www.iimjobs.com/j/associate-director-hr-business-partner-1652731?ref=sp&jobPos=62   Associate Director - HR Business Partner,10 - 15 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:21:43  Associate Director - HR Business Partner https://www.iimjobs.com/j/associate-director-hr-business-partner-1652731?ref=sp&jobPos=62,,,Associate Director HR Business Partner 10 - 15 yrs Associate Director - HR Business Partner Posted 1 month ago      2026-02-07 20:21:43  Associate Director - HR Business Partner https://www.iimjobs.com/j/associate-director-hr-business-partner-1652731?ref=sp&jobPos=62   Associate Director - HR Business Partner 10 - 15 yrs Bangalore Posted 1 month ago      2026-02-07 20:21:43  Associate Director - HR Business Partner https://www.iimjobs.com/j/associate-director-hr-business-partner-1652731?ref=sp&jobPos=62,
Manager HR & Operations,Recruitment Firm 8 - 10 yrs Manager - HR & Operations - Recruitment Firm Posted 2 months ago      2026-02-07 20:21:43 Recruitment Manager - HR & Operations - Recruitment Firm https://www.iimjobs.com/j/manager-hr-and-operations-recruitment-firm-1645152?ref=sp&jobPos=63   Manager - HR & Operations - Recruitment Firm,8 - 10 yrs,Others,Posted 2 months ago      2026-02-07 20:21:43 Recruitment Manager - HR & Operations - Recruitment Firm https://www.iimjobs.com/j/manager-hr-and-operations-recruitment-firm-1645152?ref=sp&jobPos=63,,,Manager HR & Operations - Recruitment Firm 8 - 10 yrs Manager - HR & Operations - Recruitment Firm Posted 2 months ago      2026-02-07 20:21:43 Recruitment Manager - HR & Operations - Recruitment Firm https://www.iimjobs.com/j/manager-hr-and-operations-recruitment-firm-1645152?ref=sp&jobPos=63   Manager - HR & Operations - Recruitment Firm 8 - 10 yrs Others Posted 2 months ago      2026-02-07 20:21:43 Recruitment Manager - HR & Operations - Recruitment Firm https://www.iimjobs.com/j/manager-hr-and-operations-recruitment-firm-1645152?ref=sp&jobPos=63,
RIA Advisory HR Generalist,CoE Support 5 - 8 yrs RIA Advisory - HR Generalist - CoE Support Posted 2 months ago      2026-02-07 20:21:44  RIA Advisory - HR Generalist - CoE Support https://www.iimjobs.com/j/ria-advisory-hr-generalist-coe-support-1641324?ref=sp&jobPos=64   RIA Advisory - HR Generalist - CoE Support,5 - 8 yrs,Pune,Posted 2 months ago      2026-02-07 20:21:44  RIA Advisory - HR Generalist - CoE Support https://www.iimjobs.com/j/ria-advisory-hr-generalist-coe-support-1641324?ref=sp&jobPos=64,,,RIA Advisory HR Generalist - CoE Support 5 - 8 yrs RIA Advisory - HR Generalist - CoE Support Posted 2 months ago      2026-02-07 20:21:44  RIA Advisory - HR Generalist - CoE Support https://www.iimjobs.com/j/ria-advisory-hr-generalist-coe-support-1641324?ref=sp&jobPos=64   RIA Advisory - HR Generalist - CoE Support 5 - 8 yrs Pune Posted 2 months ago      2026-02-07 20:21:44  RIA Advisory - HR Generalist - CoE Support https://www.iimjobs.com/j/ria-advisory-hr-generalist-coe-support-1641324?ref=sp&jobPos=64,
SRV Media HR Business Partner & Generalist 6,7 yrs SRV Media - HR Business Partner & Generalist Posted 1 month ago      2026-02-07 20:21:44  SRV Media - HR Business Partner & Generalist https://www.iimjobs.com/j/srv-media-hr-business-partner-and-generalist-1651065?ref=sp&jobPos=65   SRV Media - HR Business Partner & Generalist,6 - 7 yrs,Pune,Posted 1 month ago      2026-02-07 20:21:44  SRV Media - HR Business Partner & Generalist https://www.iimjobs.com/j/srv-media-hr-business-partner-and-generalist-1651065?ref=sp&jobPos=65,,,SRV Media HR Business Partner & Generalist 6 - 7 yrs SRV Media - HR Business Partner & Generalist Posted 1 month ago      2026-02-07 20:21:44  SRV Media - HR Business Partner & Generalist https://www.iimjobs.com/j/srv-media-hr-business-partner-and-generalist-1651065?ref=sp&jobPos=65   SRV Media - HR Business Partner & Generalist 6 - 7 yrs Pune Posted 1 month ago      2026-02-07 20:21:44  SRV Media - HR Business Partner & Generalist https://www.iimjobs.com/j/srv-media-hr-business-partner-and-generalist-1651065?ref=sp&jobPos=65,
WheelsEye HR Business Partner,Non-R&D/Sales/Commercial 5 - 13 yrs WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial Posted 1 month ago      2026-02-07 20:21:45  WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial https://www.iimjobs.com/j/wheelseye-hr-business-partner-non-randd-sales-commercial-1649639?ref=sp_br&jobPos=66   WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial,5 - 13 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:21:45  WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial https://www.iimjobs.com/j/wheelseye-hr-business-partner-non-randd-sales-commercial-1649639?ref=sp_br&jobPos=66,,,WheelsEye HR Business Partner - Non-R&D/Sales/Commercial 5 - 13 yrs WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial Posted 1 month ago      2026-02-07 20:21:45  WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial https://www.iimjobs.com/j/wheelseye-hr-business-partner-non-randd-sales-commercial-1649639?ref=sp_br&jobPos=66   WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial 5 - 13 yrs Gurgaon/Gurugram Posted 1 month ago      2026-02-07 20:21:45  WheelsEye - HR Business Partner - Non-R&D/Sales/Commercial https://www.iimjobs.com/j/wheelseye-hr-business-partner-non-randd-sales-commercial-1649639?ref=sp_br&jobPos=66,
Organizational Change Management/HR Role IT 6,9 yrs Organizational Change Management/HR Role - IT Posted 1 month ago      2026-02-07 20:21:45  Organizational Change Management/HR Role - IT https://www.iimjobs.com/j/organizational-change-management-hr-role-it-1653891?ref=sp&jobPos=67   Organizational Change Management/HR Role - IT,6 - 9 yrs,Multiple Locations,Posted 1 month ago      2026-02-07 20:21:45  Organizational Change Management/HR Role - IT https://www.iimjobs.com/j/organizational-change-management-hr-role-it-1653891?ref=sp&jobPos=67,,,Organizational Change Management/HR Role IT 6 - 9 yrs Organizational Change Management/HR Role - IT Posted 1 month ago      2026-02-07 20:21:45  Organizational Change Management/HR Role - IT https://www.iimjobs.com/j/organizational-change-management-hr-role-it-1653891?ref=sp&jobPos=67   Organizational Change Management/HR Role - IT 6 - 9 yrs Multiple Locations Posted 1 month ago      2026-02-07 20:21:45  Organizational Change Management/HR Role - IT https://www.iimjobs.com/j/organizational-change-management-hr-role-it-1653891?ref=sp&jobPos=67,
