company,title,experience,location,posted_relative,rating,reviews,raw_text,posted_date
eClerx Process Manager,Business HR 4 - 8 yrs eClerx - Process Manager - Business HR Posted 1 month ago      2026-02-07 20:20:05  eClerx - Process Manager - Business HR https://www.iimjobs.com/j/eclerx-process-manager-business-hr-1658139?ref=sp_br&jobPos=100   eClerx - Process Manager - Business HR,4 - 8 yrs,Mumbai/Navi Mumbai,Posted 1 month ago      2026-02-07 20:20:05  eClerx - Process Manager - Business HR https://www.iimjobs.com/j/eclerx-process-manager-business-hr-1658139?ref=sp_br&jobPos=100,,,eClerx Process Manager - Business HR 4 - 8 yrs eClerx - Process Manager - Business HR Posted 1 month ago      2026-02-07 20:20:05  eClerx - Process Manager - Business HR https://www.iimjobs.com/j/eclerx-process-manager-business-hr-1658139?ref=sp_br&jobPos=100   eClerx - Process Manager - Business HR 4 - 8 yrs Mumbai/Navi Mumbai Posted 1 month ago      2026-02-07 20:20:05  eClerx - Process Manager - Business HR https://www.iimjobs.com/j/eclerx-process-manager-business-hr-1658139?ref=sp_br&jobPos=100,
Cadila HR Generalist & Payroll 1,5 yrs Cadila - HR Generalist & Payroll Posted 1 month ago      2026-02-07 20:20:42 Payroll Cadila - HR Generalist & Payroll https://www.iimjobs.com/j/cadila-hr-generalist-and-payroll-1652332?ref=sp&jobPos=51   Cadila - HR Generalist & Payroll,1 - 5 yrs,Gujarat/Others,Posted 1 month ago      2026-02-07 20:20:42 Payroll Cadila - HR Generalist & Payroll https://www.iimjobs.com/j/cadila-hr-generalist-and-payroll-1652332?ref=sp&jobPos=51,,,Cadila HR Generalist & Payroll 1 - 5 yrs Cadila - HR Generalist & Payroll Posted 1 month ago      2026-02-07 20:20:42 Payroll Cadila - HR Generalist & Payroll https://www.iimjobs.com/j/cadila-hr-generalist-and-payroll-1652332?ref=sp&jobPos=51   Cadila - HR Generalist & Payroll 1 - 5 yrs Gujarat/Others Posted 1 month ago      2026-02-07 20:20:42 Payroll Cadila - HR Generalist & Payroll https://www.iimjobs.com/j/cadila-hr-generalist-and-payroll-1652332?ref=sp&jobPos=51,
Assistant Manager Plant HR,FMCG/Food Manufacturing 10 - 14 yrs Assistant Manager - Plant HR - FMCG/Food Manufacturing Posted 1 month ago      2026-02-07 20:20:42  Assistant Manager - Plant HR - FMCG/Food Manufacturing https://www.iimjobs.com/j/assistant-manager-plant-hr-fmcg-food-manufacturing-1660732?ref=sp&jobPos=52   Assistant Manager - Plant HR - FMCG/Food Manufacturing,10 - 14 yrs,Pune,Posted 1 month ago      2026-02-07 20:20:42  Assistant Manager - Plant HR - FMCG/Food Manufacturing https://www.iimjobs.com/j/assistant-manager-plant-hr-fmcg-food-manufacturing-1660732?ref=sp&jobPos=52,,,Assistant Manager Plant HR - FMCG/Food Manufacturing 10 - 14 yrs Assistant Manager - Plant HR - FMCG/Food Manufacturing Posted 1 month ago      2026-02-07 20:20:42  Assistant Manager - Plant HR - FMCG/Food Manufacturing https://www.iimjobs.com/j/assistant-manager-plant-hr-fmcg-food-manufacturing-1660732?ref=sp&jobPos=52   Assistant Manager - Plant HR - FMCG/Food Manufacturing 10 - 14 yrs Pune Posted 1 month ago      2026-02-07 20:20:42  Assistant Manager - Plant HR - FMCG/Food Manufacturing https://www.iimjobs.com/j/assistant-manager-plant-hr-fmcg-food-manufacturing-1660732?ref=sp&jobPos=52,
Capitalmind Financial Services HR Business Partner 3,5 yrs Capitalmind Financial Services - HR Business Partner Posted 1 month ago      2026-02-07 20:20:43  Capitalmind Financial Services - HR Business Partner https://www.iimjobs.com/j/capitalmind-financial-services-hr-business-partner-1655304?ref=sp&jobPos=53   Capitalmind Financial Services - HR Business Partner,3 - 5 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:20:43  Capitalmind Financial Services - HR Business Partner https://www.iimjobs.com/j/capitalmind-financial-services-hr-business-partner-1655304?ref=sp&jobPos=53,,,Capitalmind Financial Services HR Business Partner 3 - 5 yrs Capitalmind Financial Services - HR Business Partner Posted 1 month ago      2026-02-07 20:20:43  Capitalmind Financial Services - HR Business Partner https://www.iimjobs.com/j/capitalmind-financial-services-hr-business-partner-1655304?ref=sp&jobPos=53   Capitalmind Financial Services - HR Business Partner 3 - 5 yrs Bangalore Posted 1 month ago      2026-02-07 20:20:43  Capitalmind Financial Services - HR Business Partner https://www.iimjobs.com/j/capitalmind-financial-services-hr-business-partner-1655304?ref=sp&jobPos=53,
Deputy General Manager HR Analytics 6,10 yrs Deputy General Manager - HR Analytics Posted 1 month ago      2026-02-07 20:20:43 HR Analytics Deputy General Manager - HR Analytics https://www.iimjobs.com/j/deputy-general-manager-hr-analytics-1660838?ref=sp&jobPos=54   Deputy General Manager - HR Analytics,6 - 10 yrs,Mumbai,Posted 1 month ago      2026-02-07 20:20:43 HR Analytics Deputy General Manager - HR Analytics https://www.iimjobs.com/j/deputy-general-manager-hr-analytics-1660838?ref=sp&jobPos=54,,,Deputy General Manager HR Analytics 6 - 10 yrs Deputy General Manager - HR Analytics Posted 1 month ago      2026-02-07 20:20:43 HR Analytics Deputy General Manager - HR Analytics https://www.iimjobs.com/j/deputy-general-manager-hr-analytics-1660838?ref=sp&jobPos=54   Deputy General Manager - HR Analytics 6 - 10 yrs Mumbai Posted 1 month ago      2026-02-07 20:20:43 HR Analytics Deputy General Manager - HR Analytics https://www.iimjobs.com/j/deputy-general-manager-hr-analytics-1660838?ref=sp&jobPos=54,
Tata Advanced Systems Lead,Unit Business HR 5 - 10 yrs Tata Advanced Systems - Lead - Unit Business HR Posted 1 month ago      2026-02-07 20:20:44  Tata Advanced Systems - Lead - Unit Business HR https://www.iimjobs.com/j/tata-advanced-systems-lead-unit-business-hr-1660488?ref=sp&jobPos=55   Tata Advanced Systems - Lead - Unit Business HR,5 - 10 yrs,Hyderabad,Posted 1 month ago      2026-02-07 20:20:44  Tata Advanced Systems - Lead - Unit Business HR https://www.iimjobs.com/j/tata-advanced-systems-lead-unit-business-hr-1660488?ref=sp&jobPos=55,,,Tata Advanced Systems Lead - Unit Business HR 5 - 10 yrs Tata Advanced Systems - Lead - Unit Business HR Posted 1 month ago      2026-02-07 20:20:44  Tata Advanced Systems - Lead - Unit Business HR https://www.iimjobs.com/j/tata-advanced-systems-lead-unit-business-hr-1660488?ref=sp&jobPos=55   Tata Advanced Systems - Lead - Unit Business HR 5 - 10 yrs Hyderabad Posted 1 month ago      2026-02-07 20:20:44  Tata Advanced Systems - Lead - Unit Business HR https://www.iimjobs.com/j/tata-advanced-systems-lead-unit-business-hr-1660488?ref=sp&jobPos=55,
Rama Phosphates Manager,Plant HR 7 - 12 yrs Rama Phosphates - Manager - Plant HR Posted 1 month ago      2026-02-07 20:20:44  Rama Phosphates - Manager - Plant HR https://www.iimjobs.com/j/rama-phosphates-manager-plant-hr-1653772?ref=sp&jobPos=56   Rama Phosphates - Manager - Plant HR,7 - 12 yrs,Maharashtra,Posted 1 month ago      2026-02-07 20:20:44  Rama Phosphates - Manager - Plant HR https://www.iimjobs.com/j/rama-phosphates-manager-plant-hr-1653772?ref=sp&jobPos=56,,,Rama Phosphates Manager - Plant HR 7 - 12 yrs Rama Phosphates - Manager - Plant HR Posted 1 month ago      2026-02-07 20:20:44  Rama Phosphates - Manager - Plant HR https://www.iimjobs.com/j/rama-phosphates-manager-plant-hr-1653772?ref=sp&jobPos=56   Rama Phosphates - Manager - Plant HR 7 - 12 yrs Maharashtra Posted 1 month ago      2026-02-07 20:20:44  Rama Phosphates - Manager - Plant HR https://www.iimjobs.com/j/rama-phosphates-manager-plant-hr-1653772?ref=sp&jobPos=56,
Gigmo Solutions HR Operations Manager 7,12 yrs Gigmo Solutions - HR Operations Manager Posted 1 month ago      2026-02-07 20:20:45 HR Operations Gigmo Solutions - HR Operations Manager https://www.iimjobs.com/j/gigmo-solutions-hr-operations-manager-1654263?ref=sp&jobPos=57 3.9 127+ Reviews Gigmo Solutions - HR Operations Manager,7 - 12 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:20:45 HR Operations Gigmo Solutions - HR Operations Manager https://www.iimjobs.com/j/gigmo-solutions-hr-operations-manager-1654263?ref=sp&jobPos=57,3.9,127,Gigmo Solutions HR Operations Manager 7 - 12 yrs Gigmo Solutions - HR Operations Manager Posted 1 month ago      2026-02-07 20:20:45 HR Operations Gigmo Solutions - HR Operations Manager https://www.iimjobs.com/j/gigmo-solutions-hr-operations-manager-1654263?ref=sp&jobPos=57 3.9 127+ Reviews Gigmo Solutions - HR Operations Manager 7 - 12 yrs Gurgaon/Gurugram 3.9 127+ Reviews Posted 1 month ago      2026-02-07 20:20:45 HR Operations Gigmo Solutions - HR Operations Manager https://www.iimjobs.com/j/gigmo-solutions-hr-operations-manager-1654263?ref=sp&jobPos=57,
Thomsun Infocare HR Business Partner 4,8 yrs Thomsun Infocare - HR Business Partner Posted 1 month ago      2026-02-07 20:20:45  Thomsun Infocare - HR Business Partner https://www.iimjobs.com/j/thomsun-infocare-hr-business-partner-1654105?ref=sp&jobPos=58   Thomsun Infocare - HR Business Partner,4 - 8 yrs,Assam/Others,Posted 1 month ago      2026-02-07 20:20:45  Thomsun Infocare - HR Business Partner https://www.iimjobs.com/j/thomsun-infocare-hr-business-partner-1654105?ref=sp&jobPos=58,,,Thomsun Infocare HR Business Partner 4 - 8 yrs Thomsun Infocare - HR Business Partner Posted 1 month ago      2026-02-07 20:20:45  Thomsun Infocare - HR Business Partner https://www.iimjobs.com/j/thomsun-infocare-hr-business-partner-1654105?ref=sp&jobPos=58   Thomsun Infocare - HR Business Partner 4 - 8 yrs Assam/Others Posted 1 month ago      2026-02-07 20:20:45  Thomsun Infocare - HR Business Partner https://www.iimjobs.com/j/thomsun-infocare-hr-business-partner-1654105?ref=sp&jobPos=58,
Manager HR Service Delivery 8,10 yrs Manager - HR Service Delivery Posted 1 month ago      2026-02-07 20:20:45  Manager - HR Service Delivery https://www.iimjobs.com/j/manager-hr-service-delivery-1656578?ref=sp&jobPos=59   Manager - HR Service Delivery,8 - 10 yrs,Pune,Posted 1 month ago      2026-02-07 20:20:45  Manager - HR Service Delivery https://www.iimjobs.com/j/manager-hr-service-delivery-1656578?ref=sp&jobPos=59,,,Manager HR Service Delivery 8 - 10 yrs Manager - HR Service Delivery Posted 1 month ago      2026-02-07 20:20:45  Manager - HR Service Delivery https://www.iimjobs.com/j/manager-hr-service-delivery-1656578?ref=sp&jobPos=59   Manager - HR Service Delivery 8 - 10 yrs Pune Posted 1 month ago      2026-02-07 20:20:45  Manager - HR Service Delivery https://www.iimjobs.com/j/manager-hr-service-delivery-1656578?ref=sp&jobPos=59,
Sagility Manager,"HR Business Partner - Voice Process 6 - 8 yrs Sagility - Manager - HR Business Partner - Voice Process Posted 1 month ago      2026-02-07 20:20:46  Sagility - Manager - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-manager-hr-business-partner-voice-process-1656882?ref=sp&jobPos=60 3.9 2,885+ Reviews Sagility - Manager - HR Business Partner - Voice Process",6 - 8 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:20:46  Sagility - Manager - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-manager-hr-business-partner-voice-process-1656882?ref=sp&jobPos=60,3.9,2885,"Sagility Manager - HR Business Partner - Voice Process 6 - 8 yrs Sagility - Manager - HR Business Partner - Voice Process Posted 1 month ago      2026-02-07 20:20:46  Sagility - Manager - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-manager-hr-business-partner-voice-process-1656882?ref=sp&jobPos=60 3.9 2,885+ Reviews Sagility - Manager - HR Business Partner - Voice Process 6 - 8 yrs Bangalore 3.9 2,885+ Reviews Posted 1 month ago      2026-02-07 20:20:46  Sagility - Manager - HR Business Partner - Voice Process https://www.iimjobs.com/j/sagility-manager-hr-business-partner-voice-process-1656882?ref=sp&jobPos=60",
Havells Branch HR 8,"12 yrs Havells - Branch HR Posted 2 months ago      2026-02-07 20:20:46  Havells - Branch HR https://www.iimjobs.com/j/havells-branch-hr-1644915?ref=sp&jobPos=61 3.9 4,453+ Reviews Havells - Branch HR",8 - 12 yrs,Noida,Posted 2 months ago      2026-02-07 20:20:46  Havells - Branch HR https://www.iimjobs.com/j/havells-branch-hr-1644915?ref=sp&jobPos=61,3.9,4453,"Havells Branch HR 8 - 12 yrs Havells - Branch HR Posted 2 months ago      2026-02-07 20:20:46  Havells - Branch HR https://www.iimjobs.com/j/havells-branch-hr-1644915?ref=sp&jobPos=61 3.9 4,453+ Reviews Havells - Branch HR 8 - 12 yrs Noida 3.9 4,453+ Reviews Posted 2 months ago      2026-02-07 20:20:46  Havells - Branch HR https://www.iimjobs.com/j/havells-branch-hr-1644915?ref=sp&jobPos=61",
HR Business Partner BFSI/KPO 4,7 yrs HR Business Partner - BFSI/KPO Posted 1 month ago      2026-02-07 20:20:47  HR Business Partner - BFSI/KPO https://www.iimjobs.com/j/hr-business-partner-bfsi-kpo-1659889?ref=sp&jobPos=62   HR Business Partner - BFSI/KPO,4 - 7 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:20:47  HR Business Partner - BFSI/KPO https://www.iimjobs.com/j/hr-business-partner-bfsi-kpo-1659889?ref=sp&jobPos=62,,,HR Business Partner BFSI/KPO 4 - 7 yrs HR Business Partner - BFSI/KPO Posted 1 month ago      2026-02-07 20:20:47  HR Business Partner - BFSI/KPO https://www.iimjobs.com/j/hr-business-partner-bfsi-kpo-1659889?ref=sp&jobPos=62   HR Business Partner - BFSI/KPO 4 - 7 yrs Bangalore Posted 1 month ago      2026-02-07 20:20:47  HR Business Partner - BFSI/KPO https://www.iimjobs.com/j/hr-business-partner-bfsi-kpo-1659889?ref=sp&jobPos=62,
Massive Mobility HR Lead,Talent & Culture 1 - 4 yrs Massive Mobility - HR Lead - Talent & Culture Posted 2 months ago      2026-02-07 20:20:47  Massive Mobility - HR Lead - Talent & Culture https://www.iimjobs.com/j/massive-mobility-hr-lead-talent-and-culture-1648893?ref=sp&jobPos=63   Massive Mobility - HR Lead - Talent & Culture,1 - 4 yrs,Gurgaon/Gurugram/Noida,Posted 2 months ago      2026-02-07 20:20:47  Massive Mobility - HR Lead - Talent & Culture https://www.iimjobs.com/j/massive-mobility-hr-lead-talent-and-culture-1648893?ref=sp&jobPos=63,,,Massive Mobility HR Lead - Talent & Culture 1 - 4 yrs Massive Mobility - HR Lead - Talent & Culture Posted 2 months ago      2026-02-07 20:20:47  Massive Mobility - HR Lead - Talent & Culture https://www.iimjobs.com/j/massive-mobility-hr-lead-talent-and-culture-1648893?ref=sp&jobPos=63   Massive Mobility - HR Lead - Talent & Culture 1 - 4 yrs Gurgaon/Gurugram/Noida Posted 2 months ago      2026-02-07 20:20:47  Massive Mobility - HR Lead - Talent & Culture https://www.iimjobs.com/j/massive-mobility-hr-lead-talent-and-culture-1648893?ref=sp&jobPos=63,
Abbott Manager,"Business HR 5 - 6 yrs Abbott - Manager - Business HR Posted 2 months ago      2026-02-07 20:20:48  Abbott - Manager - Business HR https://www.iimjobs.com/j/abbott-manager-business-hr-1643342?ref=sp_br&jobPos=64 4.1 3,575+ Reviews Abbott - Manager - Business HR",5 - 6 yrs,Mumbai,Posted 2 months ago      2026-02-07 20:20:48  Abbott - Manager - Business HR https://www.iimjobs.com/j/abbott-manager-business-hr-1643342?ref=sp_br&jobPos=64,4.1,3575,"Abbott Manager - Business HR 5 - 6 yrs Abbott - Manager - Business HR Posted 2 months ago      2026-02-07 20:20:48  Abbott - Manager - Business HR https://www.iimjobs.com/j/abbott-manager-business-hr-1643342?ref=sp_br&jobPos=64 4.1 3,575+ Reviews Abbott - Manager - Business HR 5 - 6 yrs Mumbai 4.1 3,575+ Reviews Posted 2 months ago      2026-02-07 20:20:48  Abbott - Manager - Business HR https://www.iimjobs.com/j/abbott-manager-business-hr-1643342?ref=sp_br&jobPos=64",
Ramboll Workday Analyst/HR Enablement Consultant 4,6 yrs Ramboll - Workday Analyst/HR Enablement Consultant Posted 1 month ago      2026-02-07 20:20:48  Ramboll - Workday Analyst/HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1655658?ref=sp_br&jobPos=65 4 630+ Reviews Ramboll - Workday Analyst/HR Enablement Consultant,4 - 6 yrs,Gurgaon/Gurugram,Posted 1 month ago      2026-02-07 20:20:48  Ramboll - Workday Analyst/HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1655658?ref=sp_br&jobPos=65,4.0,630,Ramboll Workday Analyst/HR Enablement Consultant 4 - 6 yrs Ramboll - Workday Analyst/HR Enablement Consultant Posted 1 month ago      2026-02-07 20:20:48  Ramboll - Workday Analyst/HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1655658?ref=sp_br&jobPos=65 4 630+ Reviews Ramboll - Workday Analyst/HR Enablement Consultant 4 - 6 yrs Gurgaon/Gurugram 4 630+ Reviews Posted 1 month ago      2026-02-07 20:20:48  Ramboll - Workday Analyst/HR Enablement Consultant https://www.iimjobs.com/j/ramboll-workday-analyst-hr-enablement-consultant-1655658?ref=sp_br&jobPos=65,
Sagility Manager,"HR Techno Functional 2 - 5 yrs Sagility - Manager - HR Techno Functional Posted 1 month ago      2026-02-07 20:20:48  Sagility - Manager - HR Techno Functional https://www.iimjobs.com/j/sagility-manager-hr-techno-functional-1656881?ref=sp&jobPos=66 3.9 2,885+ Reviews Sagility - Manager - HR Techno Functional",2 - 5 yrs,Bangalore,Posted 1 month ago      2026-02-07 20:20:48  Sagility - Manager - HR Techno Functional https://www.iimjobs.com/j/sagility-manager-hr-techno-functional-1656881?ref=sp&jobPos=66,3.9,2885,"Sagility Manager - HR Techno Functional 2 - 5 yrs Sagility - Manager - HR Techno Functional Posted 1 month ago      2026-02-07 20:20:48  Sagility - Manager - HR Techno Functional https://www.iimjobs.com/j/sagility-manager-hr-techno-functional-1656881?ref=sp&jobPos=66 3.9 2,885+ Reviews Sagility - Manager - HR Techno Functional 2 - 5 yrs Bangalore 3.9 2,885+ Reviews Posted 1 month ago      2026-02-07 20:20:48  Sagility - Manager - HR Techno Functional https://www.iimjobs.com/j/sagility-manager-hr-techno-functional-1656881?ref=sp&jobPos=66",
Dvio Digital HR Generalist 2,3 yrs Dvio Digital - HR Generalist Posted 2 months ago      2026-02-07 20:20:49  Dvio Digital - HR Generalist https://www.iimjobs.com/j/dvio-digital-hr-generalist-1645580?ref=sp&jobPos=67   Dvio Digital - HR Generalist,2 - 3 yrs,Pune,Posted 2 months ago      2026-02-07 20:20:49  Dvio Digital - HR Generalist https://www.iimjobs.com/j/dvio-digital-hr-generalist-1645580?ref=sp&jobPos=67,,,Dvio Digital HR Generalist 2 - 3 yrs Dvio Digital - HR Generalist Posted 2 months ago      2026-02-07 20:20:49  Dvio Digital - HR Generalist https://www.iimjobs.com/j/dvio-digital-hr-generalist-1645580?ref=sp&jobPos=67   Dvio Digital - HR Generalist 2 - 3 yrs Pune Posted 2 months ago      2026-02-07 20:20:49  Dvio Digital - HR Generalist https://www.iimjobs.com/j/dvio-digital-hr-generalist-1645580?ref=sp&jobPos=67,
Mastercard Manager,HR Services 4 - 6 yrs Mastercard - Manager - HR Services Posted 1 month ago      2026-02-07 20:20:49  Mastercard - Manager - HR Services https://www.iimjobs.com/j/mastercard-manager-hr-services-1649496?ref=sp_br&jobPos=68   Mastercard - Manager - HR Services,4 - 6 yrs,Pune,Posted 1 month ago      2026-02-07 20:20:49  Mastercard - Manager - HR Services https://www.iimjobs.com/j/mastercard-manager-hr-services-1649496?ref=sp_br&jobPos=68,,,Mastercard Manager - HR Services 4 - 6 yrs Mastercard - Manager - HR Services Posted 1 month ago      2026-02-07 20:20:49  Mastercard - Manager - HR Services https://www.iimjobs.com/j/mastercard-manager-hr-services-1649496?ref=sp_br&jobPos=68   Mastercard - Manager - HR Services 4 - 6 yrs Pune Posted 1 month ago      2026-02-07 20:20:49  Mastercard - Manager - HR Services https://www.iimjobs.com/j/mastercard-manager-hr-services-1649496?ref=sp_br&jobPos=68,
